University,Location,Mission,Tuition,TuitionIS,UndergradEnroll,Choice
Universidad Adventista de las Antillas,"Mayaguez, PR","ANTILLEAN ADVENTIST UNIVERSITY'S MISSION IS TO PROVIDE HIGHER EDUCATION TO A DIVERSE COMMUNITY WHO WISHES TO STUDY ACCORDING TO THE PHILOSOPHY OF THE SEVENTH-DAY ADVENTIST CHRISTIAN EDUCATION, WHICH PROMOTES THE INTEGRAL DEVELOPMENT OF THE HUMAN BEING AND AN INDIVIDUAL COMMITMENT TO CHRIST.  THE INSTITUTION STRIVES TO PREPARE COMPETENT PROFESSIONALS WHO CAN UNSELFISHLY SERVE SOCIETY AND THE SEVENTH-DAY ADVENTIST CHURCH.  THE MISSION IS CARRIED OUT IN A CHRISTIAN ENVIRONMENT THROUGH THE TEACHING AND THE LEARNING PROCESS, THE CURRICULUM, THE EDUCATIONAL RESEARCH, AND THE ADMINISTRATION, FACULTY, AND STAFF.",16250,5750,203,0
University of Arkansas,"Fayetteville, AR","The mission of the University of Arkansas is to provide an internationally competitive education for undergraduate and graduate students in a wide spectrum of disciplines; contribute new knowledge, economic development, basic and applied research and creative activity; and provide service to academic/professional disciplines and society, all aimed at fulfilling its public land-grant mission to serve Arkansas and beyond as a partner, resource, and catalyst.",23506,7028,4817,0
University of Bridgeport,"Bridgeport, CT","The University of Bridgeport offers career-oriented undergraduate, graduate and professional degrees and programs for people seeking personal and professional growth. The University promotes academic excellence, personal responsibility, and commitment to service. Distinctive curricula in an international, culturally diverse supportive learning environment prepare graduates for life and leadership in an increasingly interconnected world. The University is independent and non-sectarian.  -Adopted by the Board of Trustees on April 23, 2004",52393,28800,358,0
University of California-Santa Cruz,"Santa Cruz, CA","The UCSC vision is to promote academic excellence within a diverse community of scholars and learners.  UCSC will lead in the development of new disciplines, advances in established disciplines and in new lines of collaboration between disciplines by its receptivity to creativity and innovation based in rigorous scholarly activity.  We will celebrate the diversity of our students, faculty and staff and value their differing perspectives and contributions.",34764,11220,3359,1
University of Central Florida,"Orlando, FL","The University of Central Florida is a public multi-campus, metropolitan research university that stands for opportunity. The university anchors the Central Florida city-state in meeting its economic, cultural, intellectual, environmental, and societal needs by providing high-quality, broad-based education and experienced-based learning; pioneering scholarship and impactful research; enriched student development and leadership growth; and highly relevant continuing education and public service initiatives that address pressing local, state, national, and international issues in support of the global community.",22222,4478,6278,0
University of Chicago,"Chicago, IL","The University has a mission statement, formally adopted by the governing board and made public, declaring that it is an institution of higher education.    Since its founding, the mission of the University of Chicago, reiterated by each president, has been to sustain at the highest level of excellence the communication of knowledge, the creation of knowledge, and the fostering of a dynamic community of scholars and students.  The University's first formal statement of mission appears in its Articles of Incorporation, initially adopted in 1890 and most recently amended in 1944.",70100,49026,1292,0
University of Dayton,"Dayton, OH","The University of Dayton is a comprehensive Catholic university, a diverse community committed, in the Marianist tradition, to educating the whole person and to linking learning and scholarship with leadership and service.",53530,39090,2018,0
University of Delaware,"Newark, DE","The University of Delaware exists to cultivate learning, develop knowledge and foster the free exchange of ideas. State-assisted yet privately governed, the University has a strong tradition of distinguished scholarship, research, teaching and service that is grounded in a commitment to increasing and disseminating scientific, humanistic and social knowledge for the benefit of the larger society. Tracing its origins to 1743 and chartered by the state in 1833, the University of Delaware today is a land-grant, sea-grant and space-grant university.  The University of Delaware is a major research university with extensive graduate programs that is also dedicated to outstanding undergraduate and professional education. University faculty are committed to the intellectual, cultural and ethical development of students as citizens, scholars and professionals. University graduates are prepared to contribute to a global society that requires leaders with creativity, integrity and a dedication to service.  The University of Delaware promotes an environment in which all people are inspired to learn and encourages intellectual curiosity, critical thinking, free inquiry and respect for the views and values of an increasingly diverse population.",26650,11230,4366,0
University of Illinois at Chicago,"Chicago, IL","UIC’s mission:   > To create knowledge that transforms our views of the world and, through sharing and application, transforms the world. > To provide a wide range of students with the educational opportunity only a leading research university can offer. > To address the challenges and opportunities facing not only Chicago but all Great Cities of the 21st century, as expressed by our Great Cities Commitment. > To foster scholarship and practices that reflect and respond to the increasing diversity of the U.S. in a rapidly globalizing world. > To train professionals in a wide range of public service disciplines, serving Illinois as the principal educator of health science professionals and as a major health care provider to underserved communities.",29574,11546,3369,0
University of Indianapolis,"Indianapolis, IN","The University's mission is to prepare its graduates for effective, responsible, and articulate membership in the complex societies in which they live and serve, and for excellence and leadership in their personal and professional lives. The University equips its students to become more capable in thought, judgment, communication, and action; to enhance their imaginations and creative talents; to gain a deeper understanding of the teachings of the Christian faith and an appreciation and respect for other religions; to cultivate rationality and tolerance for ambiguity; and to use their intellect in the process of discovery and synthesis of knowledge.",40658,25910,922,0
University of Louisiana at Monroe,"Monroe, LA","The University of Louisiana at Monroe seeks students who find value in our programs and prepares them to compete, succeed, and contribute in an ever-changing global society through a transformative education.",19546,5484,1340,0
University of Maryland-Baltimore County,"Baltimore, MD","UMBC is a dynamic public research university integrating teaching, research and service to benefit the citizens of Maryland. As an Honors University, the campus offers academically talented students a strong undergraduate liberal arts foundation that prepares them for graduate and professional study, entry into the workforce, and community service and leadership. UMBC emphasizes science, engineering, information technology, human services and public policy at the graduate level. UMBC contributes to the economic development of the State and the region through entrepreneurial initiatives, workforce training, K-16 partnerships, and technology commercialization in collaboration with public agencies and the corporate community. UMBC is dedicated to cultural and ethnic diversity, social responsibility and lifelong learning.",26506,8044,1468,1
University of Massachusetts-Amherst,"Amherst, MA","The University's mission is to provide an affordable and accessible education of high quality and to conduct programs of research and public service that advance knowledge and improve the lives of the people of the Commonwealth, the nation, and the world.",28074,11684,4356,1
University of Michigan-Ann Arbor,"Ann Arbor, MI","The mission of the University of Michigan is to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art and academic values, and in developing leaders and citizens who will challenge the present and enrich the future.",27812,14401,5826,0
University of Nebraska at Omaha,"Omaha, NE","The University of Nebraska Omaha began as the University of Omaha, a private college established in 1908.  In 1968, UNO became a state institution when the Municipal University of Omaha merged with the University of Nebraska.  As Nebraska's metropolitan University, UNO is characterized by its strong academic foundations and creative community relationships that transform and improve the lives of constituents, the region, and the nation. The University of Nebraska at Omaha's vision is that it will be among the nation's premier metropolitan universities - a university of high distinction with strong academic and scholarly values distinguished by creative relationships with the communities we serve.  Today, UNO serves a diverse student population, which includes international students from 120 countries, with comprehensive academic programs from baccalaureate through doctoral levels.",20350,5420,1983,0
University of New Haven,"West Haven, CT","The University of New Haven is a student-centered comprehensive university with an emphasis on excellence in liberal arts and professional education. Our mission is to prepare our students to lead purposeful and fulfilling lives in a global society by providing the highest-quality education through experiential, collaborative and discovery-based learning.",53030,34330,1195,0
University of New Mexico-Los Alamos Campus,"Los Alamos, NM","The mission of the University of New Mexico-Los Alamos is:  Preparation for Transfer…Pathways for Careers…Passion for Lifelong Learning!  UNM–LA is an innovative, rigorous, and affordable comprehensive branch community college that provides foundations for transfer, leading-edge career programs, and lifelong learning opportunities. We strive to prepare students who are capable, competent, and successful through high-quality instruction and personalized attention.",16342,1904,87,0
University of New Mexico-Main Campus,"Albuquerque, NM","The mission of the University of New Mexico is to serve as New Mexico's flagship institution of higher learning through demonstrated and growing excellence in teaching, research, patient care, and community service.",20665,5815,3279,1
University of North Carolina Wilmington,"Wilmington, NC","The University of North Carolina Wilmington, the state's coastal university, is dedicated to learning through the integration of teaching and mentoring with research and service.  Our powerful academic experience stimulates creative inquiry, critical thinking, thoughtful expression and responsible citizenship in an array of high-quality programs at the baccalaureate and master's levels, and in our doctoral programs in marine biology and educational leadership.  Substantial research activity, combined with our hallmark teaching excellence and moderate size, advances distinctive student involvement in faculty scholarship.  We are committed to diversity and inclusion, affordable access, global perspectives, and enriching the quality of life through scholarly community engagement in such areas as health, education, the economy, the environment, marine and coastal issues, and the arts.",22151,4188,2010,1
University of Pittsburgh-Bradford,"Bradford, PA","Founded in 1963 as a regional campus of the University of Pittsburgh and set in the heart of the scenic Alleghenies, the University of Pittsburgh at Bradford provides affordable access to a distinguished four-year higher education. Pitt-Bradford offers high-quality teaching supported by the resources of a world-class research university in a friendly, inclusive and student-focused academic environment.  In service to our region and the Commonwealth of Pennsylvania, Pitt-Bradford connects communities to new ideas, innovative research and exciting arts and cultural programming, partnering with key stakeholders to build opportunities for continued regional development and growth.",24398,12452,349,1
University of Pittsburgh-Greensburg,"Greensburg, PA","The University of Pittsburgh at Greensburg is a baccalaureate degree-granting unit and regional campus of the University of Pittsburgh.  As an integral part of a state-related institution, the Greensburg Campus provides educational opportunities to both traditional and nontraditional students through curricular and co-curricular experiences that are focused primarily on the arts and sciences and some selected professional or pre-professional programs that are grounded in traditional liberal arts disciplines. As an undergraduate school within the broader University, Pitt-Greensburg's faculty places primary emphasis on teaching excellence while maintaining a commitment to scholarship and public service. A common part of the undergraduate educational experience is acquiring a certain depth and breadth of knowledge in a specific discipline or area that defines a student's major focus of study.  Equally important is the opportunity for each student to acquire the fundamentals of a liberal arts and sciences education.  The University of Pittsburgh at Greensburg is committed to a General Education Program that will give its students a broader understanding of the human experience and the fundamental skills necessary for academic success and learning throughout their lifetimes.   Pitt-Greensburg recognizes that good citizenship, civic leadership, and full participation in an information-based, global society are a function of educational excellence.  Accordingly, in all curricular and co-curricular matters, including its unique academic village structure, the Greensburg Campus fulfills its mission by providing its students with opportunities to develop leadership, a sense of civic engagement and public service, global awareness, and a commitment to academic excellence.",25566,12452,402,0
University of Pittsburgh-Johnstown,"Johnstown, PA","To offer a high quality educational experience, in a supportive living-learning environment, that is grounded in the liberal arts and sciences, that is current, and that is responsive to both our students' personal and professional needs and to our communities' needs.",25008,12452,706,0
University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA","The University of Pittsburgh, founded in 1787, is one of the oldest institutions of higher education in the United States. As one of the nation's distinguished comprehensive universities, the resources of the University constitute an invaluable asset for the intellectual, economic, and social enrichment of Pennsylvania, while the international prestige of the University enhances the image of Pennsylvania throughout the world.    The University's mission is to:	  Provide high-quality undergraduate programs in the arts and sciences and professional fields, with emphasis upon those of special benefit to the citizens of Pennsylvania.  Offer superior graduate programs in the arts and sciences and the professions that respond to the needs of Pennsylvania, as well as to the broader needs of the nation and the world.  Engage in research, artistic, and scholarly activities that advance learning through the extension of the frontiers of knowledge and creative endeavor.  Cooperate with industrial and governmental institutions to transfer knowledge in science, technology, and health care.  Offer continuing education programs adapted to the personal enrichment, professional upgrading, and career advancement interests and needs of adult Pennsylvanians.  Make available to local communities and public agencies the expertise of the University in ways that are consistent with the primary teaching and research functions and contribute to social, intellectual, and economic development in the Commonwealth, the nation, and the world.   The trustees, faculty, staff, students, and administration of the University are dedicated to accomplishing this mission, to which they pledge their individual and collective efforts, determined that the University shall continue to be counted among the prominent institutions of higher education throughout the world.",31696,17292,3847,0
University of Pittsburgh-Titusville,"Titusville, PA","The University of Pittsburgh at Titusville, a degree-granting, regional campus of the University of Pittsburgh, provides students with a quality educational experience offered in a supportive environment conducive to learning, self-discipline, and mutual respect. UPT combines the advantages of a small college with the resources of an internationally respected institution by: Offering an excellent undergraduate curriculum in the liberal arts and sciences and professional programs with an emphasis on personalized attention to students;   Providing a full range of associate degrees that serve as entry level access to a variety of professions or as prerequisites to baccalaureate programs;  Providing a point of access to the instructional and research facilities of the University of Pittsburgh for northwest Pennsylvania;  and Serving as an educational, cultural and economic resource for northwest Pennsylvania.  UPT core values include:  the Teacher-Student Relationship, Civility, Community, Competence, Diversity, Integrity, Mutual Respect, Quality, Service, and Tolerance.",24262,10754,141,0
University of Saint Mary,"Leavenworth, KS",The University of Saint Mary educates students of diverse backgrounds to realize their God-given potential and prepares them for value-centered lives and careers that contribute to the well being of our global society.,37665,24900,133,0
University of San Diego,"San Diego, CA","The University of San Diego is a Roman Catholic institution committed to advancing academic excellence, expanding liberal and professional knowledge, creating a diverse and inclusive community and preparing leaders dedicated to ethical conduct and compassionate service.",61569,44000,1036,0
University of Southern Indiana,"Evansville, IN","USI is an engaged learning community advancing education and knowledge, enhancing civic and cultural awareness, and fostering partnerships though comprehensive outreach programs.  We prepare individuals to live wisely in a diverse and global community.",18751,6838,1670,0
University of Vermont,"Burlington, VT","To create, evaluate, share, and apply knowledge and to prepare students to be accountable leaders who will bring to their work dedication to the global community, a grasp of complexity, effective problem-solving and academic skills, and an enduring commitment to learning and ethical conduct.",31000,14664,2344,1
University of Wisconsin-Green Bay,"Green Bay, WI","The University of Wisconsin-Green Bay is part of the University of Wisconsin System, a system with 13 university campuses and 13 two-year colleges. UW-Green Bay offers a wide array of undergraduate liberal arts and pre-professional programs and select master's level programs built upon the university's undergraduate strengths. UW-Green Bay emphasizes an interdisciplinary academic approach that offers opportunities for applied, hands-on learning. The University stresses critical thinking and examining issues from multiple perspectives. By doing so, it prepares students for the jobs of today and tomorrow, and also prepares students to become informed, active citizens. UW-Green Bay promotes the interchange of ideas between the University and community through internships and continuing education and by fulfilling its role as an intellectual, economic and cultural resource. The University encourages teaching excellence and innovation, community service, and racial and ethnic diversity.",19120,6298,771,0
University of Wisconsin-Madison,"Madison, WI","The University of Wisconsin-Madison is Wisconsin's comprehensive teaching and research university with a statewide, national, and international mission, offering programs at the undergraduate, graduate, and professional levels in a wide range of fields, while engaging in extensive scholarly research, continuing adult education, and public service. The primary purpose of the University of Wisconsin-Madison is to provide a learning environment in which faculty, staff, and students can discover, examine critically, preserve, and transmit the knowledge, wisdom, and values that will help ensure the survival of this and future generations and improve the quality of life for all. The University seeks to help students to develop an understanding and appreciation for the complex cultural and physical worlds in which they live and to realize their highest potential of intellectual, physical, and human development. It also seeks to attract and serve students from diverse social, economic, and ethnic backgrounds and to be sensitive and responsive to those groups which have been underserved by higher education.",24673,9273,5781,0
University of Wisconsin-Stevens Point,"Stevens Point, WI","Through the discovery, dissemination and application of knowledge, UWSP stimulates intellectual growth, provides a liberal education, and prepares students for a diverse and sustainable world.",17600,6298,1762,0
University of Wisconsin-Superior,"Superior, WI",The University of Wisconsin-Superior fosters intellectual growth and career preparation within a liberal arts tradition that emphasizes individual attention and embodies respect for diverse cultures and multiple voices.,19166,6535,301,0
Valley City State University,"Valley City, ND","Valley City State University is a public, regional university offering exceptional programs in an active, learner-centered community that promotes meaningful scholarship, ethical service, and the skilled use of technology.  As an important knowledge resource, the University offers programs and outreach that enrich the quality of life in North Dakota and beyond. Through flexible, accessible, and innovative baccalaureate and master's programs, VCSU prepares students to succeed as educators, leaders, and engaged citizens in an increasingly complex and diverse society.",17863,5153,207,0
Vermont Technical College,"Randolph Center, VT","Vermont Tech is an integral and unique institution within the state of Vermont and the Vermont State Colleges offering career-focused, technical education in specialized areas of study related to agriculture, applied sciences, business, engineering, health science, and sustainability. The college offers bachelor’s and associate degrees, certificates, and continuing education.  Vermont Tech prepares students for immediate success and productivity in the workforce, continuing formal education, and lifelong learning.",25836,12456,209,0
Vincennes University,"Vincennes, IN","Vincennes University, Indiana's first college, is the State's premier transfer institution and leader in innovative career programming.  The VU community ensures educational access, delivers proven associate and baccalaureate programs, and offers cultural opportunities and community services in a diverse, student-centered, collegiate environment.",18241,4937,2858,0
Virginia Union University,"Richmond, VA","Virginia Union University is nourished by its African American and Christian heritage and energized by a commitment to excellence and diversity.   Its mission is to: 1. Provide a nurturing intellectually challenging and spiritually enriching environment for learning; 2. Empower students to develop strong moral values for success; and 3. Develop scholars, leaders, and lifelong learners of a global society.  To accomplish this mission, Virginia Union University offers a broad range of educational opportunities that advance liberal arts education, teaching, research, science, technology, continuing education, civic engagement, and international experiences.",28756,14430,456,0
Viterbo University,"La Crosse, WI",The Viterbo University community prepares students for faithful service and ethical leadership.,36810,24360,280,1
Wartburg College,"Waverly, IA",Wartburg College is dedicated to challenging and nurturing students for lives of leadership and service as a spirited expression of their faith and learning.,48600,36210,339,0
Washington University in St Louis,"Saint Louis, MO","Washington University's mission is to discover and disseminate knowledge, and protect the freedom of inquiry through research, teaching, and learning. Washington University creates an environment to encourage and support an ethos of wide-ranging exploration. Washington University's faculty and staff strive to enhance the lives and livelihoods of students, the people of the greater St. Louis community, the country, and the world.  Central to our mission are our goals, which are to welcome students, faculty, and staff from all backgrounds to create an inclusive community that is welcoming, nurturing, and intellectually rigorous; to foster excellence in our teaching, research, scholarship, and service; to prepare students with attitudes, skills, and habits of lifelong learning and leadership thereby enabling them to be productive members of a global society; and to be an institution that excels by its accomplishments in our home community, St. Louis, as well as in the nation and the world.  Through our goals, Washington University intends to judge itself by the most exacting standards; to attract people of great ability from diverse backgrounds; to encourage faculty and students to be bold, independent, and creative thinkers; to provide an exemplary, respectful, and responsive environment for living, teaching, learning, and working for present and future generations; and to focus on meaningful measurable results for all of our endeavors.",67751,47300,1602,0
Wayne State College,"Wayne, NE","Wayne State College is a comprehensive institution of higher education dedicated to freedom of inquiry, excellence in teaching and learning, and regional service and development. Offering affordable undergraduate and graduate programs, the College prepares students for careers, advanced study and civic involvement. The College is committed to faculty-staff-student interaction, public service and diversity within a friendly and collegial campus community.",16550,4590,629,0
Western Illinois University,"Macomb, IL","Western Illinois University empowers students, faculty, and staff to lead dynamic and diverse communities. We provide student-centered undergraduate and graduate programs characterized by innovative teaching, research, and service, grounded in interdisciplinary, regional and global perspectives. We engage our students in educational opportunities guided by a professional and diverse faculty and staff in collaboration with alumni and community partners.",25406,8464,1527,0
Western Kentucky University,"Bowling Green, KY","Western Kentucky University (WKU) prepares students of all backgrounds to be productive, engaged, and socially responsible citizen-leaders of a global society. The University provides research, service and lifelong learning opportunities for its students, faculty, and other constituents. WKU enriches the quality of life for those within its reach.",19721,9482,3034,1
Westmont College,"Santa Barbara, CA","Westmont College is an undergraduate, residential, Christian, liberal arts community serving God's kingdom by cultivating thoughtful scholars, grateful servants and faithful leaders for global engagement with the academy, church and world.",57400,40320,330,0
Wingate University,"Wingate, NC","The mission of Wingate University is to develop educated, ethical, and productive citizens at home and abroad.  Following its Judeo-Christian heritage, the University seeks to cultivate the following in its students: Knowledge, Faith, and Service.",42540,27930,649,0
Xavier University,"Cincinnati, OH","Xavier is a Jesuit Catholic university rooted in the liberal arts tradition. Our mission is to educate each student intellectually, morally, and spiritually. We create learning opportunities through rigorous academic and professional programs integrated with co-curricular engagement. In an inclusive environment of open and free inquiry, we prepare students for a world that is increasingly diverse, complex and interdependent. Driven by our commitment to the common good and to the education of the whole person, the Xavier community challenges and supports students as they cultivate lives of reflection, compassion and informed action.",49220,34050,1132,1
