University,Location,Mission,Tuition,TuitionIS,UndergradEnroll,Choice
University of Delaware,"Newark, DE","The University of Delaware exists to cultivate learning, develop knowledge and foster the free exchange of ideas. State-assisted yet privately governed, the University has a strong tradition of distinguished scholarship, research, teaching and service that is grounded in a commitment to increasing and disseminating scientific, humanistic and social knowledge for the benefit of the larger society. Tracing its origins to 1743 and chartered by the state in 1833, the University of Delaware today is a land-grant, sea-grant and space-grant university.  The University of Delaware is a major research university with extensive graduate programs that is also dedicated to outstanding undergraduate and professional education. University faculty are committed to the intellectual, cultural and ethical development of students as citizens, scholars and professionals. University graduates are prepared to contribute to a global society that requires leaders with creativity, integrity and a dedication to service.  The University of Delaware promotes an environment in which all people are inspired to learn and encourages intellectual curiosity, critical thinking, free inquiry and respect for the views and values of an increasingly diverse population.",27792,11870,4429,0
University of Illinois at Chicago,"Chicago, IL","UIC’s mission is:  To create knowledge that transforms our views of the world and, through sharing and application, transforms the world.  To provide a wide range of students with the educational opportunity only a leading research university can offer.  To address the challenges and opportunities facing not only Chicago but all Great Cities of the 21st century, as expressed by our Great Cities Commitment.  To foster scholarship and practices that reflect and respond to the increasing diversity of the U.S. in a rapidly globalizing world.  To train professionals in a wide range of public service disciplines, serving Illinois as the principal educator of health science professionals and as a major health care provider to underserved communities.",30662,11907,3825,1
University of Iowa,"Iowa City, IA","In pursuing its mission of teaching, research, and service, the University seeks to advance scholarly and creative endeavor through leading-edge research and artistic production; to use this research and creativity to enhance undergraduate, graduate, and professional education, health care, and other services provided to the people of Iowa, the nation, and the world; and to educate students for success and personal fulfillment in a diverse world.",22607,7486,4840,0
University of Louisiana at Monroe,"Monroe, LA","The University of Louisiana at Monroe seeks students who find value in our programs and prepares them to compete, succeed, and contribute in an ever-changing global society through a transformative education.",20993,5788,1263,0
University of Maine at Farmington,"Farmington, ME","As a premier teacher education and public liberal arts college for the state of Maine, the University of Maine at Farmington prepares students for engaged citizenship, enriching professional careers, and an enduring love of learning.",22546,8576,436,0
University of Maryland-Baltimore County,"Baltimore, MD","UMBC is a dynamic public research university integrating teaching, research and service to benefit the citizens of Maryland. As an Honors University, the campus offers academically talented students a strong undergraduate liberal arts foundation that prepares them for graduate and professional study, entry into the workforce, and community service and leadership. UMBC emphasizes science, engineering, information technology, human services and public policy at the graduate level. UMBC contributes to the economic development of the State and the region through entrepreneurial initiatives, workforce training, K-16 partnerships, and technology commercialization in collaboration with public agencies and the corporate community. UMBC is dedicated to cultural and ethnic diversity, social responsibility and lifelong learning.",27538,8368,1706,0
University of Massachusetts-Amherst,"Amherst, MA","The University's mission is to provide an affordable and accessible education of high quality and to conduct programs of research and public service that advance knowledge and improve the lives of the people of the Commonwealth, the nation, and the world.",30069,15030,4313,0
University of New Haven,"West Haven, CT","The University of New Haven is a student-centered comprehensive university with an emphasis on excellence in liberal arts and professional education. Our mission is to prepare our students to lead purposeful and fulfilling lives in a global society by providing the highest-quality education through experiential, collaborative, and discovery-based learning.",56446,36770,1428,0
University of New Mexico-Los Alamos Campus,"Los Alamos, NM","The mission of the University of New Mexico-Los Alamos is:  Preparation for Transfer…Pathways for Careers…Passion for Lifelong Learning!  UNM–LA is an innovative, rigorous, and affordable comprehensive branch community college that provides foundations for transfer, leading-edge career programs, and lifelong learning opportunities. We strive to prepare students who are capable, competent, and successful through high-quality instruction and personalized attention.",16922,2096,96,0
University of Pittsburgh-Bradford,"Bradford, PA","Founded in 1963 as a regional campus of the University of Pittsburgh and set in the heart of the scenic Alleghenies, the University of Pittsburgh at Bradford provides affordable access to a distinguished four-year higher education. Pitt-Bradford offers high-quality teaching supported by the resources of a world-class research university in a friendly, inclusive and student-focused academic environment.  In service to our region and the Commonwealth of Pennsylvania, Pitt-Bradford connects communities to new ideas, innovative research and exciting arts and cultural programming, partnering with key stakeholders to build opportunities for continued regional development and growth.",28111,12940,337,0
University of Pittsburgh-Greensburg,"Greensburg, PA","The University of Pittsburgh at Greensburg is a baccalaureate degree-granting unit and regional campus of the University of Pittsburgh.  As an integral part of a state-related institution, the Greensburg Campus provides educational opportunities to both traditional and nontraditional students through curricular and co-curricular experiences that are focused primarily on the arts and sciences and some selected professional or pre-professional programs that are grounded in traditional liberal arts disciplines. As an undergraduate school within the broader University, Pitt-Greensburg's faculty places primary emphasis on teaching excellence while maintaining a commitment to scholarship and public service. A common part of the undergraduate educational experience is acquiring a certain depth and breadth of knowledge in a specific discipline or area that defines a student's major focus of study.  Equally important is the opportunity for each student to acquire the fundamentals of a liberal arts and sciences education.  The University of Pittsburgh at Greensburg is committed to a General Education Program that will give its students a broader understanding of the human experience and the fundamental skills necessary for academic success and learning throughout their lifetimes.   Pitt-Greensburg recognizes that good citizenship, civic leadership, and full participation in an information-based, global society are a function of educational excellence.  Accordingly, in all curricular and co-curricular matters, including its unique academic village structure, the Greensburg Campus fulfills its mission by providing its students with opportunities to develop leadership, a sense of civic engagement and public service, global awareness, and a commitment to academic excellence.",29293,12940,426,0
University of Pittsburgh-Johnstown,"Johnstown, PA","To offer a high quality educational experience in a supportive living-learning environment, that is grounded in the liberal arts and sciences, that is current, and that is responsive to both our students' personal and professional needs and to our communities' needs.",28689,12940,751,0
University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA","The University of Pittsburgh, founded in 1787, is one of the oldest institutions of higher education in the United States. As one of the nation's distinguished comprehensive universities, the resources of the University constitute an invaluable asset for the intellectual, economic, and social enrichment of Pennsylvania, while the international prestige of the University enhances the image of Pennsylvania throughout the world.    The University's mission is to:	  Provide high-quality undergraduate programs in the arts and sciences and professional fields, with emphasis upon those of special benefit to the citizens of Pennsylvania.  Offer superior graduate programs in the arts and sciences and the professions that respond to the needs of Pennsylvania, as well as to the broader needs of the nation and the world.  Engage in research, artistic, and scholarly activities that advance learning through the extension of the frontiers of knowledge and creative endeavor.  Cooperate with industrial and governmental institutions to transfer knowledge in science, technology, and health care.  Offer continuing education programs adapted to the personal enrichment, professional upgrading, and career advancement interests and needs of adult Pennsylvanians.  Make available to local communities and public agencies the expertise of the University in ways that are consistent with the primary teaching and research functions and contribute to social, intellectual, and economic development in the Commonwealth, the nation, and the world.   The trustees, faculty, staff, students, and administration of the University are dedicated to accomplishing this mission, to which they pledge their individual and collective efforts, determined that the University shall continue to be counted among the prominent institutions of higher education throughout the world.",33250,18130,3836,0
University of Pittsburgh-Titusville,"Titusville, PA","The University of Pittsburgh at Titusville, a degree-granting, regional campus of the University of Pittsburgh, provides students with a quality educational experience offered in a supportive environment conducive to learning, self-discipline, and mutual respect. UPT combines the advantages of a small college with the resources of an internationally respected institution by: Offering an excellent undergraduate curriculum in the liberal arts and sciences and professional programs with an emphasis on personalized attention to students;   Providing a full range of associate degrees that serve as entry level access to a variety of professions or as prerequisites to baccalaureate programs;  Providing a point of access to the instructional and research facilities of the University of Pittsburgh for northwest Pennsylvania;  and Serving as an educational, cultural and economic resource for northwest Pennsylvania.  UPT core values include:  the Teacher-Student Relationship, Civility, Community, Competence, Diversity, Integrity, Mutual Respect, Quality, Service, and Tolerance.",27521,10958,103,0
University of Saint Mary,"Leavenworth, KS",The University of Saint Mary educates students of diverse backgrounds to realize their God-given potential and prepares them for value-centered lives and careers that contribute to the well being of our global society.,41040,26940,145,0
University of Scranton,"Scranton, PA",The University of Scranton is a Catholic and Jesuit university animated by the spiritual vision and the tradition of excellence characteristic of the Society of Jesus and those who share its way of proceeding.  The University is a community dedicated to the freedom of inquiry and personal development fundamental to the growth in wisdom and integrity of all who share its life.,61096,42910,898,0
University of Southern Indiana,"Evansville, IN","USI is an engaged learning community advancing education and knowledge, enhancing civic and cultural awareness, and fostering partnerships though comprehensive outreach programs.  We prepare individuals to live wisely in a diverse and global community.",20205,7460,1693,0
University of Utah,"Salt Lake City, UT","The University of Utah fosters student success by preparing students from diverse backgrounds for lives of impact as leaders and citizens.  We generate and share new knowledge, discoveries, and innovations, and we engage local and global communities to promote education, health, and quality of life.  These contributions, in addition to responsible stewardship of our intellectual, physical, and financial resources, ensure the long-term success and viability of the institution.",23673,7697,3827,0
University of Vermont,"Burlington, VT","To create, evaluate, share, and apply knowledge and to prepare students to be accountable leaders who will bring to their work dedication to the global community, a grasp of complexity, effective problem-solving and academic skills, and an enduring commitment to learning and ethical conduct.",33274,15504,2232,0
Valley City State University,"Valley City, ND","Valley City State University is a public, regional university offering exceptional programs in an active, learner-centered community that promotes meaningful scholarship, ethical service, and the skilled use of technology.  As an important knowledge resource, the University offers programs and outreach that enrich the quality of life in North Dakota and beyond. Through flexible, accessible, and innovative baccalaureate and master's programs, VCSU prepares students to succeed as educators, leaders, and engaged citizens in an increasingly complex and diverse society.",18390,5493,186,0
Valor Christian College,"Canal Winchester, OH","Valor Christian College is a biblical based community of higher learning called to educate and equip Christian leaders in academic excellence, moral integrity, spiritual intensity and physical purity, to be agents of change and models of character and to serve Christ professionally in the advancement of His kingdom.",14924,4440,59,0
Vanguard University of Southern California,"Costa Mesa, CA","The mission of Vanguard University is to pursue knowledge, cultivate character, deepen faith, and equip each student for a Spirit-empowered life of Christ-centered leadership and service.",46770,31980,429,0
Vincennes University,"Vincennes, IN","Vincennes University develops people and enhances communities through accessible educational programs, strategic partnerships, and active engagement.",19685,5270,2320,0
Viterbo University,"La Crosse, WI",The Viterbo University community prepares students for faithful service and ethical leadership.,39410,26230,284,0
Washington Adventist University,"Takoma Park, MD",Statement of Mission  Washington Adventist University is a learning community committed to the Seventh-day Adventist Christian vision of excellence and service.  This cosmopolitan institution challenges students to seize the opportunities for learning in the nation's capital in order to become moral leaders in communities throughout the world.,34630,21800,107,1
Washington University in St Louis,"Saint Louis, MO","Washington University's mission is to discover and disseminate knowledge, and protect the freedom of inquiry through research, teaching, and learning. Washington University creates an environment to encourage and support an ethos of wide-ranging exploration. Washington University's faculty and staff strive to enhance the lives and livelihoods of students, the people of the greater St. Louis community, the country, and the world.  Central to our mission are our goals, which are to welcome students, faculty, and staff from all backgrounds to create an inclusive community that is welcoming, nurturing, and intellectually rigorous; to foster excellence in our teaching, research, scholarship, and service; to prepare students with attitudes, skills, and habits of lifelong learning and leadership thereby enabling them to be productive members of a global society; and to be an institution that excels by its accomplishments in our home community, St. Louis, as well as in the nation and the world.  Through our goals, Washington University intends to judge itself by the most exacting standards; to attract people of great ability from diverse backgrounds; to encourage faculty and students to be bold, independent, and creative thinkers; to provide an exemplary, respectful, and responsive environment for living, teaching, learning, and working for present and future generations; and to focus on meaningful measurable results for all of our endeavors.",71975,50650,1644,0
Wayne State College,"Wayne, NE","Wayne State College is a comprehensive institution of higher education dedicated to freedom of inquiry, excellence in teaching and learning, and regional service and development. Offering affordable undergraduate and graduate programs, the College prepares students for careers, advanced study and civic involvement. The College is committed to faculty-staff-student interaction, public service and diversity within a friendly and collegial campus community.",18422,5160,603,0
Western Illinois University,"Macomb, IL","Western Illinois University empowers students, faculty, and staff to lead dynamic and diverse communities. We provide student-centered undergraduate and graduate programs characterized by innovative teaching, research, and service, grounded in interdisciplinary, regional and global perspectives. We engage our students in educational opportunities guided by a professional and diverse faculty and staff in collaboration with alumni and community partners.",25835,8630,1197,0
Western Technical College,"La Crosse, WI","Western Technical College provides relevant, high quality education, in a collaborative and sustainable environment, that changes the lives of students and grows our communities.",15447,3665,800,1
Westmont College,"Santa Barbara, CA","Westmont College is an undergraduate, residential, Christian, liberal arts community serving God's kingdom by cultivating thoughtful scholars, grateful servants and faithful leaders for global engagement with the academy, church and world.",60930,42890,346,0
Worcester Polytechnic Institute,"Worcester, MA","WPI educates talented men and women in engineering, science, management, and humanities in preparation for careers of professional practice, civic contribution, and leadership, facilitated by active lifelong learning. This educational process is true to the founders' directive to create, to discover, and to convey knowledge at the frontiers of academic inquiry for the betterment of society. Knowledge is created and discovered in the scholarly activities of faculty and students ranging across educational methodology, professional practice, and basic research. Knowledge is conveyed through scholarly publication and instruction.",65046,47988,994,0
Xavier University,"Cincinnati, OH","Xavier is a Jesuit Catholic university rooted in the liberal arts tradition. Our mission is to educate each student intellectually, morally, and spiritually. We create learning opportunities through rigorous academic and professional programs integrated with co-curricular engagement. In an inclusive environment of open and free inquiry, we prepare students for a world that is increasingly diverse, complex and interdependent. Driven by our commitment to the common good and to the education of the whole person, the Xavier community challenges and supports students as they cultivate lives of reflection, compassion and informed action.",52380,37000,1224,0
